company_name,financial_year,psu/non_psu,csr_state,csr_development_sector,csr_sub_development_sector,project_amount_spent_in_inr_cr,project_amount_spent_inr,project_amount_spent_inr_lakh
INDIA METAL ONE STEEL PLATE PROCESSING PRIVATE LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Education,"Education, Differently Abled, Livelihood",0.0881985,881985.0,8.81985
INDIA METAL ONE STEEL PLATE PROCESSING PRIVATE LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Education,"Education, Differently Abled, Livelihood",0.075,750000.0,7.5
GALAXY SQUARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.3812434,3812434.0,38.124340000000004
GALAXY SQUARE PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.0009052,9052.0,0.09052
AXIS CAPITAL LIMITED,FY 2024-25,Non-PSU,Assam,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",4.2694947,42694947.0,426.94947
AXIS CAPITAL LIMITED,FY 2024-25,Non-PSU,Maharashtra,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.207666,2076660.0,20.7666
SWADESHI POLYTEX LTD,FY 2024-25,Non-PSU,Uttar Pradesh,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.37288,3728800.0,37.288
EMBASSY-ENERGY PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Rural development projects,Rural Development,0.6078786,6078786.000000001,60.78786
EMBASSY-ENERGY PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.1141385,1141385.0,11.41385
EMBASSY-ENERGY PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.2022133,2022133.0000000002,20.221330000000002
CRIZAC LIMITED,FY 2024-25,Non-PSU,West Bengal,Education,"Education, Differently Abled, Livelihood",3.271658,32716580.0,327.1658
NIDO HOME FINANCE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.1008897,1008897.0,10.08897
NIDO HOME FINANCE LIMITED,FY 2024-25,Non-PSU,West Bengal,Education,"Education, Differently Abled, Livelihood",0.0451029,451029.0,4.51029
NIDO HOME FINANCE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.2140074,2140074.0,21.40074
NIDO HOME FINANCE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.04,400000.0,4.0
HINDUSTAN UNILEVER LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",39.6550515,396550515.0,3965.50515
HINDUSTAN UNILEVER LIMITED,FY 2024-25,Non-PSU,Gujarat,Conservation of natural resources,"Environment, Animal Welfare, Conservation Of Resources",33.4724221,334724221.0,3347.2422100000003
HINDUSTAN UNILEVER LIMITED,FY 2024-25,Non-PSU,Maharashtra,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",5.5193935,55193934.99999999,551.93935
MANIPAL HOSPITALS (BENGALURU) PRIVATE LIMITED,FY 2024-25,Non-PSU,PAN India,Education,"Education, Differently Abled, Livelihood",0.843138841,8431388.41,84.3138841
VIKHROLI CORPORATE PARK PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.8098892,8098892.0,80.98892
VIKHROLI CORPORATE PARK PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.3026487,3026487.0,30.26487
QUEST CAPITAL MARKETS LIMITED,FY 2024-25,Non-PSU,West Bengal,Education,"Education, Differently Abled, Livelihood",0.0,0.0,0.0
SRF LIMITED,FY 2024-25,Non-PSU,Gujarat,Vocational skills,"Education, Differently Abled, Livelihood",0.0,0.0,0.0
MANIPAL HOSPITALS (DWARKA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.156044,1560439.9999999998,15.604399999999998
MANIPAL HOSPITALS (DWARKA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.25,2500000.0,25.0
SPUNWEB NONWOVEN LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.095,950000.0,9.5
QUBIX BUSINESS PARK PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.3618934,3618933.9999999995,36.189339999999994
QUBIX BUSINESS PARK PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2449799,2449799.0,24.49799
QUBIX BUSINESS PARK PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.004587,45870.0,0.4587
TRENT LIMITED,FY 2024-25,Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.18,1800000.0,18.0
TRENT LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.5952116,5952115.999999999,59.521159999999995
TRENT LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.92,9200000.0,92.0
TRENT LIMITED,FY 2024-25,Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",1.784073,17840730.0,178.4073
TRENT LIMITED,FY 2024-25,Non-PSU,Maharashtra,Vocational skills,"Education, Differently Abled, Livelihood",0.325,3250000.0,32.5
TRENT LIMITED,FY 2024-25,Non-PSU,Gujarat,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.3095,3095000.0,30.95
TRENT LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1,1000000.0,10.0
MANIPAL HOSPITALS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",4.5851947,45851947.0,458.51946999999996
PENNANT TECHNOLOGIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Vocational skills,"Education, Differently Abled, Livelihood",0.327011,3270110.0,32.7011
JSW ENERGY (BARMER) LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.7828841,7828841.0,78.28841
JSW ENERGY (BARMER) LIMITED,FY 2024-25,Non-PSU,Rajasthan,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",2.1904885,21904885.0,219.04885
JSW ENERGY (BARMER) LIMITED,FY 2024-25,Non-PSU,Rajasthan,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.8734886,8734886.0,87.34886
JSW ENERGY (BARMER) LIMITED,FY 2024-25,Non-PSU,Rajasthan,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.5645499,5645499.000000001,56.45499
JSW ENERGY (BARMER) LIMITED,FY 2024-25,Non-PSU,Rajasthan,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.62701,6270100.0,62.70099999999999
JSW ENERGY (BARMER) LIMITED,FY 2024-25,Non-PSU,Rajasthan,Vocational skills,"Education, Differently Abled, Livelihood",2.6904836,26904836.0,269.04836
JSW ENERGY (BARMER) LIMITED,FY 2024-25,Non-PSU,Rajasthan,Rural development projects,Rural Development,1.0374234,10374234.0,103.74234
JSW HYDRO ENERGY LIMITED,FY 2024-25,Non-PSU,Himachal Pradesh,Education,"Education, Differently Abled, Livelihood",3.0895073,30895073.0,308.95073
JSW HYDRO ENERGY LIMITED,FY 2024-25,Non-PSU,Himachal Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.4965218,14965218.0,149.65218
JSW HYDRO ENERGY LIMITED,FY 2024-25,Non-PSU,Himachal Pradesh,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",1.4869296,14869296.0,148.69296
JSW HYDRO ENERGY LIMITED,FY 2024-25,Non-PSU,Himachal Pradesh,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",1.3503819,13503819.0,135.03819
JSW HYDRO ENERGY LIMITED,FY 2024-25,Non-PSU,Himachal Pradesh,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",1.2159962,12159962.0,121.59962
JSW HYDRO ENERGY LIMITED,FY 2024-25,Non-PSU,Himachal Pradesh,Training to promote sports,Encouraging Sports,1.0268133,10268133.0,102.68132999999999
JSW HYDRO ENERGY LIMITED,FY 2024-25,Non-PSU,Himachal Pradesh,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.954841,9548410.0,95.48410000000001
JSW HYDRO ENERGY LIMITED,FY 2024-25,Non-PSU,Himachal Pradesh,Sanitation,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2516535,2516534.9999999995,25.165349999999997
JSW HYDRO ENERGY LIMITED,FY 2024-25,Non-PSU,Himachal Pradesh,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0992262,992262.0,9.92262
CENTRUM WEALTH LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04,400000.0,4.0
CENTRUM WEALTH LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03,300000.0,3.0
CENTRUM WEALTH LIMITED,FY 2024-25,Non-PSU,Maharashtra,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.03,300000.0,3.0
MITSUBISHI ELECTRIC INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.093225,932250.0,9.3225
MITSUBISHI ELECTRIC INDIA PRIVATE LIMITED,FY 2024-25,Non-PSU,Maharashtra,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.11165,1116500.0,11.165
EARNEST TOWERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.812187,8121870.0,81.2187
EARNEST TOWERS PRIVATE LIMITED,FY 2024-25,Non-PSU,Karnataka,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5000201,5000201.0,50.00201
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.0064333,64333.0,0.6433300000000001
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Art and culture,Heritage Art And Culture,0.015,150000.0,1.5
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05,500000.0,5.0
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Animal welfare,"Environment, Animal Welfare, Conservation Of Resources",0.0132,132000.0,1.32
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Training to promote sports,Encouraging Sports,0.002,20000.0,0.2
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Vocational skills,"Education, Differently Abled, Livelihood",0.02,200000.0,2.0
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.02,200000.0,2.0
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.01,100000.0,1.0
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Art and culture,Heritage Art And Culture,0.05,500000.0,5.0
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.33,3300000.0,33.0
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.018767,187670.0,1.8766999999999998
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.03227,322700.0,3.227
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Environmental sustainability,"Environment, Animal Welfare, Conservation Of Resources",0.0820591,820591.0,8.20591
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0386261,386260.99999999994,3.8626099999999997
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.0436,436000.0,4.36
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Art and culture,Heritage Art And Culture,0.02,200000.0,2.0
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Senior Citizens Welfare,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0644,644000.0,6.4399999999999995
DYNAMIC CABLES LIMITED,FY 2024-25,Non-PSU,Rajasthan,Socio-economic equalities,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.021973,219730.0,2.1973
CRIZAC INFORMATICS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Education,"Education, Differently Abled, Livelihood",0.55,5500000.0,55.00000000000001
NOSCH LABS PRIVATE LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Rural development projects,Rural Development,0.2686648,2686648.0,26.86648
NOSCH LABS PRIVATE LIMITED,FY 2024-25,Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.181809,1818090.0,18.1809
KVS CASTINGS LIMITED,FY 2024-25,Non-PSU,Uttarakhand,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.106491353,1064913.53,10.6491353
TRISTAR CONTAINER SERVICES (ASIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Special education,"Education, Differently Abled, Livelihood",0.0678,678000.0,6.78
TRISTAR CONTAINER SERVICES (ASIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Special education,"Education, Differently Abled, Livelihood",0.0715,714999.9999999999,7.1499999999999995
TRISTAR CONTAINER SERVICES (ASIA) PRIVATE LIMITED,FY 2024-25,Non-PSU,Kerala,Special education,"Education, Differently Abled, Livelihood",0.1467,1467000.0,14.67
THRIVENI SAINIK MINING PRIVATE LIMITED,FY 2024-25,Non-PSU,Jharkhand,Safe drinking water,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.057,570000.0,5.7
THRIVENI SAINIK MINING PRIVATE LIMITED,FY 2024-25,Non-PSU,Jharkhand,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1311011,1311011.0,13.11011
TORRENT GAS JAIPUR PRIVATE LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.015,150000.0,1.5
ARCHEAN CHEMICAL INDUSTRIES LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1,1000000.0,10.0
JINDAL INDUSTRIES PRIVATE LIMITED,FY 2024-25,Non-PSU,Odisha,Education,"Education, Differently Abled, Livelihood",0.5,5000000.0,50.0
INDUSTRIAL ENERGY LIMITED,FY 2024-25,Non-PSU,Jharkhand,Rural development projects,Rural Development,0.0424163,424162.99999999994,4.24163
ROYAL MULTISPORT PRIVATE LIMITED,FY 2024-25,Non-PSU,Rajasthan,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.6053702,6053702.0,60.53702
ROYAL MULTISPORT PRIVATE LIMITED,FY 2024-25,Non-PSU,Rajasthan,Women empowerment,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0132672,132672.0,1.32672
RELIANCE BP MOBILITY LIMITED,FY 2024-25,Non-PSU,Madhya Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.324285,3242850.0,32.4285
RELIANCE BP MOBILITY LIMITED,FY 2024-25,Non-PSU,Haryana,Special education,"Education, Differently Abled, Livelihood",0.324285,3242850.0,32.4285
RELIANCE BP MOBILITY LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.324285,3242850.0,32.4285
RELIANCE BP MOBILITY LIMITED,FY 2024-25,Non-PSU,Gujarat,Special education,"Education, Differently Abled, Livelihood",0.324285,3242850.0,32.4285
RELIANCE BP MOBILITY LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.197,1970000.0,19.7
ALTIUS ONE CAPITAL & INVESTMENTS PRIVATE LIMITED,FY 2024-25,Non-PSU,West Bengal,Education,"Education, Differently Abled, Livelihood",0.0,0.0,0.0
SURAJ LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.42,4200000.0,42.0
STEEL INFRA SOLUTIONS COMPANY LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Senior Citizens Welfare,"Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0719793,719793.0,7.1979299999999995
STEEL INFRA SOLUTIONS COMPANY LIMITED,FY 2024-25,Non-PSU,Odisha,Education,"Education, Differently Abled, Livelihood",0.0055988,55988.0,0.55988
STEEL INFRA SOLUTIONS COMPANY LIMITED,FY 2024-25,Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.0086,86000.0,0.86
STEEL INFRA SOLUTIONS COMPANY LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Livelihood enhancement projects,"Education, Differently Abled, Livelihood",0.03,300000.0,3.0
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Rajasthan,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3566193,3566192.9999999995,35.66193
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.8453475,8453475.0,84.53475
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0448861,448861.0,4.4886099999999995
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0744073,744073.0,7.440729999999999
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Punjab,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2028255,2028255.0,20.28255
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1477735,1477735.0,14.77735
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Delhi,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1604672,1604672.0,16.04672
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Jharkhand,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2426971,2426971.0,24.26971
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Gujarat,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.39,3900000.0,39.0
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Chhattisgarh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1992975,1992975.0,19.92975
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.38,13799999.999999998,138.0
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.35,3500000.0,35.0
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Maharashtra,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.329322,3293220.0,32.9322
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Madhya Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.375,3750000.0,37.5
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Uttar Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.3057291,3057290.9999999995,30.572909999999997
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.5817,5817000.0,58.17
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Madhya Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.22,2200000.0,22.0
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Tamil Nadu,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.217938,2179380.0,21.7938
HDB FINANCIAL SERVICES LIMITED,FY 2024-25,Non-PSU,Andhra Pradesh,Health care,"Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.21,2100000.0,21.0
