"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"BANSAL STEEL & POWER LIMITED","FY 2024-25",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.21
"FORGE AUTO INTERNATIONAL LIMITED","FY 2024-25",Non-PSU,Punjab,Education,"Education, Differently Abled, Livelihood",0.04
"GODREJ AND BOYCE MANUFACTURING COMPANY LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0191
"CLEO SOFTWARE INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
"DOW CHEMICAL INTERNATIONAL PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Gender equality","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.2413588
"ANS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0151
"RAYMOND LUXURY COTTONS LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1
"TARA CHAND INFRALOGISTIC SOLUTIONS LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Training to promote sports","Encouraging Sports",0.05
"PATEL ENGINEERING LIMITED","FY 2024-25",Non-PSU,"Arunachal Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.002
"ORRA FINE JEWELLERY PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Art and culture","Heritage Art And Culture",0.0538
"ZELIO E-MOBILITY LIMITED","FY 2024-25",Non-PSU,Chandigarh,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0751
"MAX EDUSOL PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.05
"VALENCY AGRO PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.003945
"MERCEDES-BENZ RESEARCH AND DEVELOPMENT INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.3
"VINDHYA TELELINKS LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0154
"MACRO POLYMERS PVT LTD","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.11
"ASSEMBLAGE ENTERTAINMENT PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.05
"WILLIAM GRANT AND SONS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",0.21
"VISION INFRA EQUIPMENT SOLUTIONS LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Conservation of natural resources","Environment, Animal Welfare, Conservation Of Resources",0.0051
"ROUTE MOBILE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.2
"SALZER ELECTRONICS LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0301
"SYNERGISTIC FINANCIAL NETWORKS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.16
"CLAIR ENGINEERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.0311924
"SHURE AUDIO TECHNOLOGIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.025
"BOMBAY EDUCATION SOCIETY","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.050976
"BYGGING INDIA LTD","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0325
"OPTIMUM INFOSYSTEM PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",1.5
"BARMALT MALTING (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0005664
"ENCALM HOSPITALITY PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,Education,"Education, Differently Abled, Livelihood",1.06
"NXP INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.1036174
"ACCURAMECH INDUSTRIAL ENGINEERING PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.036
"OPTUM GLOBAL SOLUTIONS (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.7949472
"M&G GLOBAL SERVICES PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.2302265
"INTEGRATED ELECTRIC CO PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.0459558
"STANDARD UNITS SUPPLY(INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,"PAN India (Other Centralized Funds)","Prime Minister's National Relief Fund","Prime Minister's National Relief Fund",0.1935
"AMALGAMATIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.025
"CARL ZEISS INDIA (BANGALORE) PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.2175793
"AUTOTECH INDUSTRIES (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.4248
"ARCHIDPLY INDUSTRIES LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.15
"HABUILD HEALTHTECH PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0035
"SANJAY TECHNICAL SERVICES PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
"PRABHAT STEEL TRADERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.0375
"BANSAL FOREST PRODUCTS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0051
"ABHISHEK STEEL INDUSTRIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Uttarakhand,Education,"Education, Differently Abled, Livelihood",0.11
"APRAZER HEALTHCARE PRIVATE LIMITED","FY 2024-25",Non-PSU,"PAN India (Other Centralized Funds)","Prime Minister's National Relief Fund","Prime Minister's National Relief Fund",0.045
"LAXYO LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0386687
"CHEEMA BOILERS LIMITED","FY 2024-25",Non-PSU,Punjab,"Rural development projects","Rural Development",0.0053962
"NAVRATHAN JEWELLERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.02
"SEET KAMAL PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0493304
"RANDSTAD ENTERPRISE PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Livelihood enhancement projects","Education, Differently Abled, Livelihood",0.08
"SAI LIFE SCIENCES LIMITED","FY 2024-25",Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.2127267
"SHARE INDIA SECURITIES (IFSC) PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.057972
"ITC FILTRONA LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.2448
"INDUSIND GENERAL INSURANCE COMPANY LIMITED","FY 2024-25",Non-PSU,Delhi,"Art and culture","Heritage Art And Culture",3.5
"ISOBAR COMMERCE INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Conservation of natural resources","Environment, Animal Welfare, Conservation Of Resources",0.055016
"D+H SOLUTIONS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.12
"DG CORPORATION PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.0496915
"3P INVESTMENT MANAGERS PRIVATE LIMITED","FY 2024-25",Non-PSU,"Madhya Pradesh","Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
"BYK INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1097164
"ELEVRA TECH PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
"PURULIA & KHARAGPUR TRANSMISSION COMPANY LIMITED","FY 2024-25",PSU,Karnataka,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0171034
"SGS TEKNIKS MANUFACTURING PRIVATE LIMITED","FY 2024-25",Non-PSU,Haryana,"Women empowerment","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.4
"BITWISE SOLUTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"OBCL LIMITED","FY 2024-25",Non-PSU,Chhattisgarh,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.080875
"NATRINAI VENTURES LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Special education","Education, Differently Abled, Livelihood",0.01
"S R P OIL PVT LTD","FY 2024-25",Non-PSU,Jharkhand,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
"HARIOM PIPE INDUSTRIES LIMITED","FY 2024-25",Non-PSU,Telangana,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.1452557
"AUTO MECH (INDIA) PVT. LTD","FY 2024-25",Non-PSU,Maharashtra,"Rural development projects","Rural Development",0.15
"ANKO GCC (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.1968615
"SUPRAJIT ENGINEERING LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.1
"TEXMACO RAIL & ENGINEERING LIMITED","FY 2024-25",Non-PSU,"West Bengal","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0872
"DARSHAN CREATION PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.0048346
"PACIFIC GLOBAL SOLUTIONS LIMITED","FY 2024-25",Non-PSU,Gujarat,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.05
"HARMAN INTERNATIONAL (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.466923
"JINDAL ALUMINIUM LIMITED.","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",90.0
"KENT ENGINEERING INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Rural development projects","Rural Development",0.5399842
"RENEW SOLAR ENERGY (JHARKHAND FIVE) PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.135
"LULULEMON INDIA (SERVICES) PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.094334
"GAWAR CONSTRUCTION LIMITED.","FY 2024-25",Non-PSU,Haryana,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",2.7070223
"MAHESH EDIBLE OIL INDUSTRIES LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0160257
"KAKA RAM HARI CHAND OIL MILLS PRIVATE LIMITED","FY 2024-25",Non-PSU,Punjab,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.05
"CARBON CHECK (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.0547257
"RAJASTHAN FLEXIBLE PACKAGING LIMITED","FY 2024-25",Non-PSU,Rajasthan,Education,"Education, Differently Abled, Livelihood",0.0497149
"RAMBAL PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
"NEW BERRY ADVISORS LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0275
"VNS INDUSTRIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.29
"LOTUS GLOBAL ENTERPRISES LIMITED","FY 2024-25",Non-PSU,Punjab,"Socio-economic equalities","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.11
"RIKHAV SECURITIES LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.11
"EASTERN ALLOYS PRIVATE LIMITED","FY 2024-25",Non-PSU,Odisha,Education,"Education, Differently Abled, Livelihood",0.02
"BETTS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Himachal Pradesh","Slum area development","Slum area development",0.0288921
"CALCUTTA PAPER INDUSTRIES PRIVATE LIMITED","FY 2024-25",Non-PSU,"West Bengal","Training to promote sports","Encouraging Sports",0.0051
"FAIVELEY TRANSPORT RAIL TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0783859
"KAPOTEX INDUSTRIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Punjab,Education,"Education, Differently Abled, Livelihood",0.01
"KATARIA ECOTECH PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.04
"M.S. KHURANA ENGINEERING LIMITED","FY 2024-25",Non-PSU,Gujarat,"Vocational skills","Education, Differently Abled, Livelihood",0.3109
"QUICKPLAY MEDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.0282133
"TRANS ENGINEERS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.0396
"VERVE MOBILE PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.0637154
"OPTIEMUS INFRACOM LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.2944989
"MEMBRANE GROUP INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.0218101
"INDIA LAND INFRASTRUCTURE DEVELOPMENT PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.05
"TANFAC INDUSTRIES LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.2
"HI-SHINE INKS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.0072858
"GARG ACRYLICS LIMITED","FY 2024-25",Non-PSU,Punjab,"Vocational skills","Education, Differently Abled, Livelihood",1.3973349
"MURARKA SUITINGS PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.03
"BARODA GLOBAL SHARED SERVICES LIMITED","FY 2024-25",PSU,Gujarat,"Vocational skills","Education, Differently Abled, Livelihood",0.0802081
"ACI WORLDWIDE SOLUTIONS PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.0632
"ILENSYS TECHNOLOGIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Telangana,Education,"Education, Differently Abled, Livelihood",0.0080712
"DAVARIYA BROTHERS PRIVATE LIMITED","FY 2024-25",Non-PSU,Gujarat,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.02
"MEDI ASSIST INSURANCE TPA PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",0.4
"DANISH POWER LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03422
"KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.01752
"HIGHTECH ENERGY FEEDS (INDIA) PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Setting up orphanage","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.0065
"TINETA PHARMA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.1
"ROTOMOTIVE POWERDRIVES INDIA LIMITED","FY 2024-25",Non-PSU,Gujarat,"Animal welfare","Environment, Animal Welfare, Conservation Of Resources",0.02257
"LENZING FIBERS INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.13
"HEVO TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Rajasthan,"Poverty, Eradicating Hunger, Malnutrition","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.03
"KINNECT MEDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.05
"NEXTEER AUTOMOTIVE INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Karnataka,Education,"Education, Differently Abled, Livelihood",1.2257
"PRECISION PLASTIC INDUSTRIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.04
"CHADHA SUGARS AND INDUSTRIES PRIVATE LIMITED","FY 2024-25",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.007
"ORIX CORPORATION INDIA LIMITED","FY 2024-25",Non-PSU,Haryana,"Socio-economic equalities","Gender Equality , Women Empowerment , Old Age Homes , Reducing Inequalities",0.11
"PRESTIGE ESTATES PROJECTS LIMITED","FY 2024-25",Non-PSU,Karnataka,"Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",3.1625246
"CYBER SPACE INFOTAINMENT LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh",Education,"Education, Differently Abled, Livelihood",0.05983
"YASH HIGHVOLTAGE LIMITED","FY 2024-25",Non-PSU,Gujarat,Education,"Education, Differently Abled, Livelihood",0.017
"DEVSHI MOTORS PRIVATE LIMITED","FY 2024-25",Non-PSU,Delhi,Education,"Education, Differently Abled, Livelihood",0.00252
"MANAKSIA COATED METALS & INDUSTRIES LIMITED","FY 2024-25",Non-PSU,"West Bengal",Education,"Education, Differently Abled, Livelihood",0.0021
"ALLCARGO LOGISTICS PARK PRIVATE LIMITED","FY 2024-25",Non-PSU,"Uttar Pradesh","Health care","Health, Eradicating Hunger, Poverty And Malnutrition, Safe Drinking Water , Sanitation",0.1718474
"AAK INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,Maharashtra,"Vocational skills","Education, Differently Abled, Livelihood",0.105
"P H CAPITAL LIMITED","FY 2024-25",Non-PSU,Maharashtra,Education,"Education, Differently Abled, Livelihood",0.2
"KELLOGG BROWN & ROOT ENGINEERING & CONSTRUCTION INDIA PRIVATE LIMITED","FY 2024-25",Non-PSU,"Tamil Nadu",Education,"Education, Differently Abled, Livelihood",0.128566
